ranking,vElf #,background,skin,eyes,mouth,clothes,hair,headwear,Rarity
5725,3218,Light Brown,Blue,Scarred Eyes,Black Mask,Black Plunge Dress,Blonde Spacebuns,No Headwear,COMMON
5726,5357,Light Brown,Green,Icy Eyes,Pink Plump Lips,Black Horseskin,Black Wavy,No Headwear,COMMON
5727,1515,Blue Clouds,Brown,Deal With It,Black Mask,Brown Horseskin,Pixie Cut,No Headwear,COMMON
5728,3573,Aftermath,Brown,Blue Sleepy Eyes,Small Smile,Blue Dress,Black Pullback,No Headwear,COMMON
5729,4964,Light Green,Brown,Purple Eyes,Kissy Lips,Black Plunge Dress,Brown Straight Bob,No Headwear,COMMON
5730,4695,Light Pink,Yellow,Purple Eyes,Stuck Out Tongue,Green Brassiere,Black White Straight,No Headwear,COMMON
5731,5195,Graveyard,Brown,Grey Dewy Eyes,Upset,Red Plunge Dress,Black Straight,No Headwear,COMMON
5732,7395,Light Blue,Brown,Eye Patch,Kissy Lips,White Asymmetric Dress,Layered Purple,No Headwear,COMMON
5733,4337,Light Green,Green,Blue Angry Eyes,Slightly Open,Brown Offshoulder,Blonde Spacebuns,No Headwear,COMMON
5734,3832,Light Green,Yellow,Blue Sleepy Eyes,Gritting Teeth,Brown Cape,White Braid,No Headwear,COMMON
5735,2315,Aftermath,Yellow,Diamond Eyes,Black Mask,White Cami,White Braid,No Headwear,COMMON
5736,4900,Greyish Blue,Yellow,Deal With It,Gritting Teeth,Red Elven Dress,Pixie Cut,No Headwear,COMMON
5737,4962,Rainbow,Blue,Icy Eyes,Slightly Open,Battle Armor,Blue Wavy Bob,No Headwear,COMMON
5738,2464,Blue Clouds,Green,Blue Angry Eyes,Stuck Out Tongue,Red Elven Dress,Brown Straight Bob,No Headwear,COMMON
5739,6928,Light Brown,Blue,Heart Eyes,Slightly Open,Brown Cami,Black Wavy,No Headwear,COMMON
5740,7496,Up Only,Green,Green Angry Eyes,Confused,Black Horseskin,Brown Spacebuns,No Headwear,COMMON
5741,3077,Light Brown,Green,Pink Eyes,Small Smile,Blue Asymmetric Dress,Brown Straight Bob,No Headwear,COMMON
5742,7121,Greyish Blue,Peach,Heart Eyes,Confused,Blue Asymmetric Dress,Black Straight,No Headwear,COMMON
5743,6966,Light Purple,Brown,Blue Dewy Eyes,Stuck Out Tongue,Brown Horseskin,Pixie Cut,No Headwear,COMMON
5744,7422,Light Blue,Green,Green Angry Eyes,Kissy Lips,Pink Brassiere,Red Straight,No Headwear,COMMON
5745,2594,Aftermath,Blue,Icy Eyes,Pink Plump Lips,Brown Horseskin,Black Pullback,No Headwear,COMMON
5746,1362,Light Pink,Green,Blue Dewy Eyes,Stuck Out Tongue,Blue Brassiere,White Braid,No Headwear,COMMON
5747,1063,Light Green,Peach,Bug Eyes,Kissy Lips,Brown Horseskin,Red Wavy,No Headwear,COMMON
5748,2003,Light Red,Green,Fiery Eyes,Black Mask,Blue Dress,Pixie Cut,No Headwear,COMMON
5749,5540,Up Only,Peach,Fiery Eyes,Pink Thin Lips,Blue Asymmetric Dress,Red Wavy,No Headwear,COMMON
5750,5675,Light Brown,Green,Blue Sleepy Eyes,Pink Plump Lips,Red Elven Dress,Red Braid,No Headwear,COMMON
5751,7487,Purple Clouds,Blue,Purple Eyes,Slightly Open,Brown Horseskin,Pink Short Tiedback,No Headwear,COMMON
5752,167,Light Yellow,Peach,Purple Eyes,Pink Plump Lips,White Asymmetric Dress,Brown Spacebuns,No Headwear,COMMON
5753,5502,Greyish Blue,Yellow,Eye Patch,Gritting Teeth,Red Elven Dress,Brown Spacebuns,No Headwear,COMMON
5754,7001,Light Purple,Blue,Eye Patch,Black Mask,Brown Horseskin,White Pullback,No Headwear,COMMON
5755,4554,Light Red,Green,Pink Eyes,Gritting Teeth,Black Horseskin,Blue Wavy Bob,No Headwear,COMMON
5756,4881,Forest,Peach,Grey Dewy Eyes,Kissy Lips,Blue Dress,Red Straight,No Headwear,COMMON
5757,5902,Light Blue,Yellow,Purple Eyes,Shocked,Battle Armor,Black White Straight,No Headwear,COMMON
5758,2682,Light Red,Blue,Eye Patch,Black Mask,Black with Chains,Blonde Spacebuns,No Headwear,COMMON
5759,5601,Light Green,Brown,Blue Sleepy Eyes,Big Grin,Fluffy White Offshoulder,Red Braid,No Headwear,COMMON
5760,5391,Light Turquoise,Peach,Deal With It,Small Smile,White Cami,White Braid,No Headwear,COMMON
5761,5013,Aftermath,Brown,Diamond Eyes,Pink Plump Lips,Brown Cami,White Pullback,No Headwear,COMMON
5762,5988,Light Green,Brown,Heart Eyes,Stuck Out Tongue,Battle Armor,Brown Spacebuns,No Headwear,COMMON
5763,4069,Light Pink,Peach,Bug Eyes,Pink Thin Lips,Brown Cami,Red Pullback,No Headwear,COMMON
5764,2268,Light Red,Green,3D Glasses,Kissy Lips,Blue Dress,Pink Short Tiedback,No Headwear,COMMON
5765,925,Light Orange,Peach,VeChain Visor,Pink Plump Lips,Orange Brassiere,White Pullback,No Headwear,COMMON
5766,3911,Light Turquoise,Yellow,Eye Patch,Kissy Lips,Red Elven Dress,Black Straight Bob,No Headwear,COMMON
5767,6290,Purple Clouds,Peach,Blue Sleepy Eyes,Stuck Out Tongue,White Asymmetric Dress,White Pullback,No Headwear,COMMON
5768,30,Rainbow,Brown,Heart Eyes,Pink Thin Lips,Red Elven Dress,Brown Wavy,No Headwear,COMMON
5769,5648,Light Brown,Brown,Grey Dewy Eyes,Gritting Teeth,Brown Brassiere,Red Pullback,No Headwear,COMMON
5770,5350,Light Turquoise,Peach,Green Slanted Eyes,Upset,Fluffy White Offshoulder,Pixie Cut,No Headwear,COMMON
5771,525,Light Brown,Green,Green Slanted Eyes,Small Smile,Red Cami,White Pullback,No Headwear,COMMON
5772,6196,Aftermath,Peach,Scarred Eyes,Big Grin,White Cami,Pink Short Tiedback,No Headwear,COMMON
5773,5234,Light Blue,Brown,Green Slanted Eyes,Gritting Teeth,Brown Horseskin,Black Wavy,No Headwear,COMMON
5774,5681,Light Red,Green,Deal With It,Confused,Battle Armor,White Pullback,No Headwear,COMMON
5775,7493,Forest,Peach,Green Angry Eyes,Black Mask,Black Horseskin,Layered Purple,No Headwear,COMMON
5776,3521,Light Orange,Brown,3D Glasses,Kissy Lips,Red Plunge Dress,Brown Straight Bob,No Headwear,COMMON
5777,5553,Light Red,Brown,Crying Eyes,Black Mask,Brown Cape,Blue Wavy Bob,No Headwear,COMMON
5778,4579,Light Red,Blue,Scarred Eyes,Pink Thin Lips,Black with Chains,Black Wavy,No Headwear,COMMON
5779,7575,Light Blue,Green,Heart Eyes,Upset,Brown Offshoulder,Black White Straight,No Headwear,COMMON
5780,7020,Up Only,Yellow,Diamond Eyes,Black Mask,Brown Cape,Pixie Cut,No Headwear,COMMON
5781,1792,Blue Clouds,Blue,VeChain Visor,Big Grin,Red Plunge Dress,Red Wavy,No Headwear,COMMON
5782,7045,Light Orange,Green,Rolled Eyes,Big Grin,Fluffy White Offshoulder,Brown Spacebuns,No Headwear,COMMON
5783,7710,Up Only,Peach,Green Slanted Eyes,Big Grin,White Asymmetric Dress,Black Wavy,No Headwear,COMMON
5784,5757,Light Blue,Blue,Eye Patch,Small Smile,White Cape,Blue Wavy Bob,No Headwear,COMMON
5785,2184,Graveyard,Green,Deal With It,Shocked,Red Elven Dress,Brown Wavy,No Headwear,COMMON
5786,6704,Rainbow,Yellow,Crying Eyes,Pink Thin Lips,Blue Dress,White Pullback,No Headwear,COMMON
5787,4780,Up Only,Green,Bug Eyes,Pink Thin Lips,Black with Chains,Brown Straight Bob,No Headwear,COMMON
5788,3138,Light Red,Yellow,Rolled Eyes,Gritting Teeth,Battle Armor,Red Straight,No Headwear,COMMON
5789,3841,Purple Clouds,Brown,Eye Patch,Slightly Open,Blue Dress,Black Straight Bob,No Headwear,COMMON
5790,3816,Light Turquoise,Green,Rolled Eyes,Gritting Teeth,White Asymmetric Dress,Pixie Cut,No Headwear,COMMON
5791,3704,Up Only,Blue,Eye Patch,Pink Thin Lips,Black with Chains,Pixie Cut,No Headwear,COMMON
5792,2383,Light Orange,Yellow,Fiery Eyes,Stuck Out Tongue,Blue Asymmetric Dress,White Braid,No Headwear,COMMON
5793,7184,Forest,Green,Deal With It,Gritting Teeth,White Cami,Black Straight,No Headwear,COMMON
5794,5476,Light Orange,Yellow,Green Slanted Eyes,Black Mask,Pink Brassiere,Red Straight,No Headwear,COMMON
5795,6558,Light Purple,Yellow,Rolled Eyes,Big Grin,Red Elven Dress,Brown Spacebuns,No Headwear,COMMON
5796,7428,Light Orange,Yellow,Green Slanted Eyes,Stuck Out Tongue,Brown Horseskin,Brown Wavy,No Headwear,COMMON
5797,6547,Forest,Green,Purple Eyes,Pink Plump Lips,Fluffy White Offshoulder,Red Pullback,No Headwear,COMMON
5798,7690,Aftermath,Peach,3D Glasses,Small Smile,Red Plunge Dress,Red Straight,No Headwear,COMMON
5799,6255,Greyish Blue,Green,Blue Dewy Eyes,Gritting Teeth,Brown Horseskin,Pixie Cut,No Headwear,COMMON
5800,1003,Purple Clouds,Yellow,3D Glasses,Kissy Lips,Brown Brassiere,Black White Straight,No Headwear,COMMON
5801,1175,Light Red,Yellow,Purple Eyes,Small Smile,Blue Brassiere,Pink Short Tiedback,No Headwear,COMMON
5802,2170,Light Turquoise,Brown,Diamond Eyes,Shocked,Red Elven Dress,Red Straight,No Headwear,COMMON
5803,1716,VeSea,Blue,Blue Sleepy Eyes,Slightly Open,Brown Brassiere,Red Wavy,No Headwear,COMMON
5804,7730,Blue Clouds,Yellow,Icy Eyes,Kissy Lips,Brown Cape,Brown Wavy,No Headwear,COMMON
5805,7008,Light Pink,Blue,Rolled Eyes,Pink Thin Lips,Black Plunge Dress,Layered Purple,No Headwear,COMMON
5806,298,Light Purple,Green,Crying Eyes,Pink Thin Lips,White Cami,White Pullback,No Headwear,COMMON
5807,6656,Blue Clouds,Peach,Crying Eyes,Upset,Red Plunge Dress,Black Straight,No Headwear,COMMON
5808,3681,Light Yellow,Peach,VeChain Visor,Upset,Orange Brassiere,White Pullback,No Headwear,COMMON
5809,3540,VeSea,Peach,Crying Eyes,Slightly Open,Brown Brassiere,Black Pullback,No Headwear,COMMON
5810,4594,Light Yellow,Green,Scarred Eyes,Black Mask,White Cape,White Pullback,No Headwear,COMMON
5811,1411,Purple Clouds,Blue,Green Slanted Eyes,Confused,Red Elven Dress,Black White Straight,No Headwear,COMMON
5812,4265,Up Only,Brown,Eye Patch,Kissy Lips,Black Horseskin,Black Straight Bob,No Headwear,COMMON
5813,421,Light Yellow,Brown,Diamond Eyes,Small Smile,White Cami,Black Pullback,No Headwear,COMMON
5814,3384,Light Yellow,Peach,Eye Patch,Gritting Teeth,Red Elven Dress,Brown Wavy,No Headwear,COMMON
5815,5863,Light Green,Green,Eye Patch,Big Grin,Brown Horseskin,Brown Straight Bob,No Headwear,COMMON
5816,6140,Light Brown,Yellow,Crying Eyes,Upset,Blue Dress,Brown Spacebuns,No Headwear,COMMON
5817,384,Light Green,Yellow,Rolled Eyes,Big Grin,Brown Cape,Red Straight,No Headwear,COMMON
5818,1115,Light Blue,Green,Grey Dewy Eyes,Upset,Blue Asymmetric Dress,Black Straight,No Headwear,COMMON
5819,507,Forest,Brown,VeChain Visor,Stuck Out Tongue,Orange Brassiere,Black Straight Bob,No Headwear,COMMON
5820,5818,Light Red,Yellow,Grey Dewy Eyes,Pink Plump Lips,Red Plunge Dress,Red Pullback,No Headwear,COMMON
5821,7535,Graveyard,Blue,Blue Dewy Eyes,Stuck Out Tongue,Black Cami,Pixie Cut,No Headwear,COMMON
5822,26,Blue Clouds,Blue,VeChain Visor,Upset,Red Elven Dress,Red Straight,No Headwear,COMMON
5823,5909,Forest,Yellow,Blue Angry Eyes,Kissy Lips,Orange Brassiere,White Braid,No Headwear,COMMON
5824,6735,Blue Clouds,Blue,Diamond Eyes,Slightly Open,Brown Horseskin,Black Pullback,No Headwear,COMMON
5825,2103,Aftermath,Green,Blue Sleepy Eyes,Kissy Lips,Pink Brassiere,Blue Wavy Bob,No Headwear,COMMON
5826,1180,Purple Clouds,Green,Heart Eyes,Upset,White Cami,Black Pullback,No Headwear,COMMON
5827,2654,Rainbow,Green,Green Angry Eyes,Gritting Teeth,Fluffy White Offshoulder,White Pullback,No Headwear,COMMON
5828,953,Light Yellow,Peach,Deal With It,Stuck Out Tongue,Red Elven Dress,Red Straight,No Headwear,COMMON
5829,1032,Aftermath,Blue,Heart Eyes,Big Grin,Blue Dress,Brown Wavy,No Headwear,COMMON
5830,1177,Light Red,Blue,Pink Eyes,Gritting Teeth,Blue Asymmetric Dress,Red Wavy,No Headwear,COMMON
5831,5359,Graveyard,Brown,Blue Angry Eyes,Pink Thin Lips,Orange Brassiere,Black White Straight,No Headwear,COMMON
5832,5308,Light Pink,Blue,Scarred Eyes,Pink Plump Lips,Black with Chains,White Braid,No Headwear,COMMON
5833,3957,Light Purple,Peach,Purple Eyes,Small Smile,Red Elven Dress,Black Straight,No Headwear,COMMON
5834,1550,Graveyard,Green,Bug Eyes,Shocked,Pink Brassiere,Black Straight Bob,No Headwear,COMMON
5835,2490,Greyish Blue,Blue,Purple Eyes,Kissy Lips,White Cami,Black Wavy,No Headwear,COMMON
5836,7206,Up Only,Brown,Crying Eyes,Kissy Lips,Red Elven Dress,Pink Short Tiedback,No Headwear,COMMON
5837,4864,Light Red,Blue,Green Slanted Eyes,Big Grin,Brown Offshoulder,Black Straight Bob,No Headwear,COMMON
5838,1760,Aftermath,Blue,3D Glasses,Black Mask,Brown Brassiere,Brown Spacebuns,No Headwear,COMMON
5839,2695,Forest,Brown,Crying Eyes,Gritting Teeth,Blue Dress,Pink Short Tiedback,No Headwear,COMMON
5840,7156,Graveyard,Peach,Crying Eyes,Pink Thin Lips,White Asymmetric Dress,White Pullback,No Headwear,COMMON
5841,135,Light Brown,Blue,Green Angry Eyes,Big Grin,Brown Cami,Pixie Cut,No Headwear,COMMON
5842,4786,Aftermath,Blue,Blue Dewy Eyes,Gritting Teeth,Brown Horseskin,White Braid,No Headwear,COMMON
5843,5754,Purple Clouds,Brown,Green Angry Eyes,Black Mask,Red Elven Dress,Layered Purple,No Headwear,COMMON
5844,4954,Up Only,Peach,Rolled Eyes,Small Smile,Battle Armor,Layered Purple,No Headwear,COMMON
5845,7698,Up Only,Brown,Blue Dewy Eyes,Kissy Lips,Black Plunge Dress,Pixie Cut,No Headwear,COMMON
5846,3844,Light Red,Blue,Deal With It,Slightly Open,Black Horseskin,Black Straight Bob,No Headwear,COMMON
5847,873,Light Blue,Peach,Diamond Eyes,Pink Plump Lips,Orange Brassiere,Red Straight,No Headwear,COMMON
5848,3794,Light Orange,Blue,Blue Sleepy Eyes,Pink Thin Lips,Brown Cape,Blue Wavy Bob,No Headwear,COMMON
5849,3016,Up Only,Brown,Heart Eyes,Big Grin,Black with Chains,Black White Straight,No Headwear,COMMON
5850,354,VeSea,Yellow,Grey Dewy Eyes,Slightly Open,Shirtdress,Black Straight,No Headwear,COMMON
5851,2451,Light Purple,Blue,Purple Eyes,Stuck Out Tongue,Pink Brassiere,Brown Wavy,No Headwear,COMMON
5852,447,Light Blue,Brown,Purple Eyes,Small Smile,Checkered Brassiere,White Pullback,No Headwear,COMMON
5853,7464,Forest,Peach,Icy Eyes,Pink Thin Lips,Red Cami,Black Straight Bob,No Headwear,COMMON
5854,3866,Purple Clouds,Blue,Pink Eyes,Confused,Shirtdress,White Braid,No Headwear,COMMON
5855,2764,Aftermath,Yellow,Icy Eyes,Kissy Lips,Brown Horseskin,Brown Wavy,No Headwear,COMMON
5856,5219,Light Orange,Green,Purple Eyes,Gritting Teeth,Black with Chains,White Braid,No Headwear,COMMON
5857,7339,Forest,Brown,Icy Eyes,Shocked,Checkered Brassiere,Blue Wavy Bob,No Headwear,COMMON
5858,7236,Greyish Blue,Peach,Bug Eyes,Gritting Teeth,Red Elven Dress,Pink Short Tiedback,No Headwear,COMMON
5859,1648,Blue Clouds,Brown,Scarred Eyes,Gritting Teeth,Brown Cape,Brown Spacebuns,No Headwear,COMMON
5860,6263,Graveyard,Green,Purple Eyes,Big Grin,Battle Armor,Blonde Spacebuns,No Headwear,COMMON
5861,1922,Light Yellow,Brown,Bug Eyes,Confused,Orange Brassiere,Pixie Cut,No Headwear,COMMON
5862,5481,Purple Clouds,Peach,Purple Eyes,Stuck Out Tongue,Black Horseskin,Pixie Cut,No Headwear,COMMON
5863,7314,Light Turquoise,Green,Deal With It,Shocked,Pink Brassiere,White Pullback,No Headwear,COMMON
5864,3708,Light Green,Green,Diamond Eyes,Confused,Black Horseskin,Layered Purple,No Headwear,COMMON
5865,3157,Light Purple,Peach,Green Angry Eyes,Slightly Open,Brown Brassiere,Red Wavy,No Headwear,COMMON
5866,2712,Greyish Blue,Peach,3D Glasses,Big Grin,Shirtdress,Red Braid,No Headwear,COMMON
5867,3277,Up Only,Brown,Crying Eyes,Gritting Teeth,White Cami,Red Braid,No Headwear,COMMON
5868,6577,Up Only,Yellow,Purple Eyes,Kissy Lips,White Cape,Brown Straight Bob,No Headwear,COMMON
5869,289,VeSea,Brown,Icy Eyes,Black Mask,Orange Brassiere,Red Braid,No Headwear,COMMON
5870,2955,Aftermath,Peach,Heart Eyes,Gritting Teeth,Brown Offshoulder,Blue Wavy Bob,No Headwear,COMMON
5871,4442,Light Blue,Blue,3D Glasses,Stuck Out Tongue,Blue Dress,Brown Spacebuns,No Headwear,COMMON
5872,7287,Forest,Brown,Rolled Eyes,Big Grin,Brown Offshoulder,Layered Purple,No Headwear,COMMON
5873,3600,Up Only,Blue,VeChain Visor,Black Mask,Pink Brassiere,Pixie Cut,No Headwear,COMMON
5874,6440,Light Purple,Brown,Bug Eyes,Stuck Out Tongue,Brown Horseskin,Blonde Spacebuns,No Headwear,COMMON
5875,3358,Light Red,Brown,Deal With It,Small Smile,Black Horseskin,Red Straight,No Headwear,COMMON
5876,1393,Light Yellow,Green,Grey Dewy Eyes,Stuck Out Tongue,Red Plunge Dress,Pink Short Tiedback,No Headwear,COMMON
5877,737,Greyish Blue,Peach,Icy Eyes,Black Mask,White Cape,White Pullback,No Headwear,COMMON
5878,2907,Purple Clouds,Peach,Scarred Eyes,Black Mask,Orange Brassiere,Brown Spacebuns,No Headwear,COMMON
5879,2973,Light Blue,Yellow,VeChain Visor,Black Mask,Black Horseskin,Blue Wavy Bob,No Headwear,COMMON
5880,916,Aftermath,Green,Scarred Eyes,Gritting Teeth,Brown Horseskin,Brown Spacebuns,No Headwear,COMMON
5881,3884,Graveyard,Yellow,Rolled Eyes,Pink Thin Lips,Red Cami,Blue Wavy Bob,No Headwear,COMMON
5882,2911,Up Only,Brown,Crying Eyes,Shocked,White Cami,Black Pullback,No Headwear,COMMON
5883,5092,Light Red,Peach,Blue Dewy Eyes,Shocked,Black Horseskin,Red Braid,No Headwear,COMMON
5884,5083,Light Pink,Yellow,Eye Patch,Gritting Teeth,Fluffy White Offshoulder,Black Wavy,No Headwear,COMMON
5885,1567,Graveyard,Blue,Grey Dewy Eyes,Slightly Open,Brown Horseskin,White Pullback,No Headwear,COMMON
5886,5059,Forest,Peach,Deal With It,Small Smile,Black Horseskin,Blonde Spacebuns,No Headwear,COMMON
5887,5237,Light Yellow,Peach,Blue Angry Eyes,Big Grin,Brown Brassiere,Brown Straight Bob,No Headwear,COMMON
5888,4815,Up Only,Green,Diamond Eyes,Pink Thin Lips,Brown Cami,Black Straight,No Headwear,COMMON
5889,6090,Light Turquoise,Peach,Blue Dewy Eyes,Kissy Lips,White Cami,Brown Straight Bob,No Headwear,COMMON
5890,5646,Aftermath,Blue,Deal With It,Slightly Open,Blue Dress,Layered Purple,No Headwear,COMMON
5891,3052,Greyish Blue,Peach,Green Angry Eyes,Confused,Red Plunge Dress,Red Braid,No Headwear,COMMON
5892,4866,Light Pink,Green,Eye Patch,Big Grin,White Cami,Black Straight,No Headwear,COMMON
5893,4054,Rainbow,Brown,Rolled Eyes,Pink Thin Lips,Blue Dress,Brown Wavy,No Headwear,COMMON
5894,6005,Forest,Peach,Diamond Eyes,Confused,White Cami,Red Braid,No Headwear,COMMON
5895,3294,Light Green,Green,Eye Patch,Upset,Brown Offshoulder,Pixie Cut,No Headwear,COMMON
5896,4169,Graveyard,Peach,Purple Eyes,Upset,Pink Brassiere,Black Straight,No Headwear,COMMON
5897,3217,Light Red,Brown,Bug Eyes,Slightly Open,Brown Cami,Red Pullback,No Headwear,COMMON
5898,391,Greyish Blue,Green,Deal With It,Small Smile,Fluffy White Offshoulder,Blue Wavy Bob,No Headwear,COMMON
5899,3955,Light Brown,Yellow,Purple Eyes,Pink Thin Lips,Black Cami,Black Wavy,No Headwear,COMMON
5900,5325,Purple Clouds,Peach,Bug Eyes,Slightly Open,White Cami,Brown Wavy,No Headwear,COMMON
5901,625,Purple Clouds,Peach,Green Angry Eyes,Gritting Teeth,White Asymmetric Dress,Blue Wavy Bob,No Headwear,COMMON
5902,5957,Greyish Blue,Yellow,Blue Sleepy Eyes,Upset,Brown Cami,Blue Wavy Bob,No Headwear,COMMON
5903,4312,Greyish Blue,Blue,Purple Eyes,Shocked,Red Elven Dress,Black Wavy,No Headwear,COMMON
5904,4696,Forest,Yellow,Deal With It,Kissy Lips,Pink Brassiere,Pixie Cut,No Headwear,COMMON
5905,2631,Light Pink,Green,Purple Eyes,Slightly Open,Brown Cape,Black Straight,No Headwear,COMMON
5906,5431,Light Red,Brown,3D Glasses,Gritting Teeth,Red Elven Dress,Red Braid,No Headwear,COMMON
5907,5734,Aftermath,Peach,3D Glasses,Slightly Open,Red Plunge Dress,Red Straight,No Headwear,COMMON
5908,558,Light Brown,Blue,Icy Eyes,Big Grin,Black Cape,White Pullback,No Headwear,COMMON
5909,6499,Forest,Blue,Blue Dewy Eyes,Black Mask,White Asymmetric Dress,Black Wavy,No Headwear,COMMON
5910,5712,Graveyard,Peach,Rolled Eyes,Black Mask,White Cape,Blue Wavy Bob,No Headwear,COMMON
5911,2541,Light Brown,Yellow,Rolled Eyes,Pink Plump Lips,Brown Cami,Black Pullback,No Headwear,COMMON
5912,3718,Light Pink,Yellow,Deal With It,Gritting Teeth,Fluffy White Offshoulder,Brown Straight Bob,No Headwear,COMMON
5913,7297,Graveyard,Brown,Purple Eyes,Pink Plump Lips,Black Cami,Layered Purple,No Headwear,COMMON
5914,4335,Light Turquoise,Brown,Green Slanted Eyes,Small Smile,Fluffy White Offshoulder,Pixie Cut,No Headwear,COMMON
5915,7599,Up Only,Peach,Heart Eyes,Stuck Out Tongue,Battle Armor,Black White Straight,No Headwear,COMMON
5916,7315,Up Only,Brown,Green Angry Eyes,Black Mask,White Cami,Red Pullback,No Headwear,COMMON
5917,4164,Greyish Blue,Brown,Blue Dewy Eyes,Pink Thin Lips,Brown Horseskin,White Braid,No Headwear,COMMON
5918,7677,VeSea,Peach,Icy Eyes,Big Grin,Orange Brassiere,Brown Wavy,No Headwear,COMMON
5919,5554,Light Blue,Peach,Blue Dewy Eyes,Small Smile,Orange Brassiere,Red Wavy,No Headwear,COMMON
5920,1964,Light Yellow,Yellow,Diamond Eyes,Kissy Lips,Blue Asymmetric Dress,Black Straight,No Headwear,COMMON
5921,4928,Light Blue,Peach,VeChain Visor,Confused,Brown Horseskin,Blue Wavy Bob,No Headwear,COMMON
5922,3949,Light Yellow,Yellow,Heart Eyes,Big Grin,Blue Asymmetric Dress,Red Pullback,No Headwear,COMMON
5923,6940,Light Green,Blue,Rolled Eyes,Slightly Open,Black with Chains,Red Straight,No Headwear,COMMON
5924,1034,Blue Clouds,Green,Purple Eyes,Kissy Lips,Pink Brassiere,Black Straight,No Headwear,COMMON
5925,315,Blue Clouds,Green,Bug Eyes,Gritting Teeth,Black Horseskin,Black Straight Bob,No Headwear,COMMON
5926,2238,Graveyard,Blue,Blue Dewy Eyes,Gritting Teeth,Pink Brassiere,Red Braid,No Headwear,COMMON
5927,4160,Light Green,Brown,Blue Sleepy Eyes,Slightly Open,White Asymmetric Dress,Brown Straight Bob,No Headwear,COMMON
5928,3332,VeSea,Peach,Grey Dewy Eyes,Pink Thin Lips,Red Elven Dress,Blue Wavy Bob,No Headwear,COMMON
5929,7474,Light Red,Yellow,Scarred Eyes,Gritting Teeth,Red Cami,White Braid,No Headwear,COMMON
5930,2534,Forest,Yellow,Eye Patch,Stuck Out Tongue,Black Cami,Blonde Spacebuns,No Headwear,COMMON
5931,68,Forest,Blue,Icy Eyes,Confused,White Cape,Black White Straight,No Headwear,COMMON
5932,5089,Light Green,Brown,Eye Patch,Small Smile,Brown Offshoulder,White Braid,No Headwear,COMMON
